document_id event_type 
443339039577680924_203461482 non_event
443339237700470400_354007112 non_event
443339641646340031_192377932 non_event
443339864053606100_338578032 non_event
443339929864130357_299279882 non_event
443339992180160433_333847012 non_event
443340185829158638_358190042 non_event
443340218767789882_299279882 non_event
443340247302516239_19941642 non_event
443340295573402975_144544412 non_event
443341092196926494_228908792 non_event
443341101220642814_273056422 non_event
443341332436377049_45361942 non_event
443341456318992005_294766602 non_event
443341864930934103_49639382 sports
443341992151672717_25033512 non_event
443341992302892733_43748732 non_event
443342117108325908_205423462 non_event
443342267756572409_40500762 non_event
443342521935510591_209299782 non_event
443342639619395432_299279882 non_event
443342846524411755_299279882 non_event
443344116274132304_346264572 non_event
443344120594081791_25759392 non_event
443344355304066995_199226202 non_event
443344531659001294_242452402 non_event
443344631141991656_181799832 non_event
443344927963719507_21899072 non_event
443345045954940871_199226202 non_event
443345217723815663_144164852 non_event
443346462836594418_270559932 concert
443346516548297771_218834392 non_event
443346563179700188_53043542 non_event
443346874918358456_230914722 non_event
443346893060060314_283461932 concert
443347178057383882_261384622 concert
443347278760635752_4977682 non_event
443347525244313110_219798862 other
443347529771847399_188191602 non_event
443348088837889038_266095502 non_event
443348191105375671_447422 non_event
443348315499726630_36052112 non_event
443348498399290458_16769792 non_event
443348620963542082_294338132 non_event
443349243043159280_185945422 non_event
443349481540882186_51291602 non_event
443349556326284603_200372542 non_event
443349636044168888_208823462 non_event
443349836034954506_49736492 non_event
443349929440793861_25340212 sports
443349983279249091_296980572 sports
443350110216976185_37226852 sports
443350367947533446_186700842 non_event
443350828660761746_25833272 non_event
443350873304472988_213127822 non_event
443351430196903837_17300782 concert
443351591995934340_351355352 non_event
443351772865466146_29063042 non_event
443353096461743381_213637812 non_event
443353806689979513_199226202 non_event
443354559491732526_30445892 non_event
443354981340202397_213637992 non_event
443355417800972129_210189452 non_event
443355539970795347_322547632 fashion
443355861237980756_281722902 non_event
443356828579745754_335763922 non_event
443357151043573081_37376332 non_event
443357232213372193_221327922 non_event
443357398741458363_39230422 non_event
443357507149846239_41567772 non_event
443357594868670269_360511942 non_event
443358732198057021_22558812 non_event
443358811234426222_233067742 non_event
443359013766530832_306955352 non_event
443359224004711544_22923172 sports
443359240703480958_259425292 non_event
443359874869022486_36873762 non_event
443359915192466878_51543182 non_event
443360019671770471_227922392 non_event
443360163018597743_144632 non_event
443360515773023952_214086392 non_event
443361122204065726_19253142 non_event
443361395068286385_181427732 non_event
443361586673413288_55443642 non_event
443362032275513079_11457902 non_event
443362092657583832_178208752 non_event
443362269984552557_183803932 non_event
443363027063226057_288197382 non_event
443363051995950240_187609122 non_event
443363124851103224_222774212 concert
443363167153184686_216372582 other
443363357062174395_267346892 non_event
443363375073928620_274488272 non_event
443364259912105056_17927702 non_event
443364273381454936_313395012 non_event
443364360607430176_354646212 non_event
443364695642830491_213638932 non_event
443364831787940889_332716982 non_event
443365155714786916_288302712 concert
443365916250364929_38621942 non_event
443366363204996585_26458122 non_event
443366767100830722_213639232 non_event
443366838744829313_241961202 non_event
443367147858130155_305437652 non_event
443367634580489284_40426232 exhibition
443367888722484257_38621942 non_event
443368024775699675_42255362 sports
443368027942751279_29379802 sports
443368128385014818_38621942 non_event
443368139163598183_268921182 non_event
443368187619946036_280329842 non_event
443368192625589953_50922542 non_event
443368556248904842_35329812 non_event
443368878547715959_221499912 non_event
443368901133536303_318860322 sports
443369466971377329_29556362 non_event
443369516827342022_24278772 non_event
443369848235299900_323413012 sports
443371187783986653_25135122 sports
443371297679216523_280069482 non_event
443371388987821658_26458122 non_event
443371807537683628_8478382 non_event
443371938149078736_294884132 non_event
443372018040460672_9567452 fashion
443372161185910227_281119642 sports
443372203367806655_257790332 sports
443372272089566275_205087562 non_event
443372514552632978_23631332 non_event
443372537529306369_51291602 non_event
443372611072662902_222372022 concert
443372682618577931_313746512 concert
443372795909473401_241194192 non_event
443372995976985928_195653422 non_event
443373857865754277_144632 non_event
443373967000960189_27224062 non_event
443374053159697765_195653422 other
443374123974370351_313746512 non_event
443374331398405491_32300462 non_event
443374565887796619_53373032 sports
443374683446138019_30118412 concert
443374820800734630_231277952 non_event
443374971896290312_214132902 non_event
443374975244021074_25753562 non_event
443375121873826966_257140572 non_event
443376064780221530_183042222 non_event
443376311089049589_19684682 sports
443376398800529114_146284872 non_event
443376582271176599_21685002 non_event
443376934376502603_17551852 non_event
443376950936085806_327602312 non_event
443377033738724878_249146032 non_event
443377068660868153_213136392 non_event
443377178567448426_173850452 non_event
443377401054635754_316234872 non_event
443377656285347381_256158822 non_event
443377767032149776_284849212 non_event
443377888898016698_49540472 non_event
443379029733780842_222357282 non_event
443379122628785518_27936852 non_event
443379572822146626_276253742 sports
443379721947229737_22319522 concert
443379813609600066_174074572 non_event
443379817129641806_292151472 non_event
443380747820318619_28271262 conference
443381206996127170_183621442 non_event
443381323430364813_13616792 concert
443381456673345133_320115162 non_event
443381520729195927_308390592 non_event
443381770365822292_660632 non_event
443382054446421955_269281012 sports
443382428629079626_52926412 concert
443382607233246908_217183672 non_event
443382626718159903_271326892 non_event
443382875743616138_174813102 non_event
443383521178644398_224646882 non_event
443383707589328607_263245942 non_event
443383866142991604_313746512 non_event
443384101391946820_41320372 non_event
443384275640091943_329115352 non_event
443384646403382553_4753862 non_event
443384700190645709_8478382 non_event
443384720567179222_336398972 non_event
443385289416170592_145904662 non_event
443385687094204401_336398972 non_event
443386009490554286_212061022 concert
443386581334259692_362161692 non_event
443386822063658679_280618172 concert
443386908993021231_179061432 non_event
443387311615139154_4753862 non_event
443387462397306648_243950872 non_event
443387489880250162_178827692 concert
443387506649107707_301342722 theater_dance
443387658566594268_323557522 non_event
443387884144374939_203327252 non_event
443388151188592344_41968492 non_event
443388246280961355_212937622 non_event
443388598803096690_269036912 non_event
443388629973536283_250405322 non_event
443388673268913343_362152052 non_event
443388966015559360_270858032 non_event
443389076166023003_178827692 concert
443389098713269578_193121392 non_event
443389389121244624_236154082 non_event
443389520483149538_252560472 non_event
443390460111840866_229874312 non_event
443390826247478679_281967422 non_event
443391611204783617_236154082 non_event
443391864087197009_7618532 non_event
443392022565547503_32594282 sports
443392118629818123_214187262 non_event
443392500564460886_6493552 theater_dance
443392702283361839_47856642 non_event
443392825193932360_296372312 non_event
443392863999489622_228232172 non_event
443394440403348505_353782042 non_event
443394582817965496_188283232 non_event
443394820500211533_216237672 non_event
443394825800951165_30776832 non_event
443394957954006900_233265782 sports
443395259123623897_243267552 non_event
443395299548479215_359642702 non_event
443395510707553894_198443712 non_event
443395682569658049_870102 other
443396481664848929_53769772 non_event
443396538271053382_1569652 non_event
443397082699814676_225394372 sports
443397911921827556_8709102 sports
443398243490151431_269439302 non_event
443398816759633272_182249692 non_event
443398971786098418_304981372 non_event
443399578466872552_46236242 non_event
443399882380834244_198974252 non_event
443400034110975007_2546322 non_event
443400318007865302_31017522 non_event
443400574111299391_39571772 non_event
443401303920513019_295187082 non_event
443401554135901644_176447072 concert
443402099782178068_225387932 non_event
443402336610127400_196368682 non_event
443402869905413992_29831652 non_event
443403222955949756_9680862 non_event
443403455693289109_270529572 non_event
443403461519060925_9510362 theater_dance
443403497366418528_186738132 sports
443403878177070353_244589502 non_event
443404078906781302_259178242 non_event
443404155461217914_259178242 non_event
443404963451161666_305897482 non_event
443405123993171172_214188292 non_event
443405586558336156_256158822 non_event
443406012000552354_254001072 concert
443406025137327324_6821282 non_event
443406661624853691_186738132 sports
443406909577121081_3239882 non_event
443407347451561914_31897432 non_event
443407613791893321_279084412 non_event
443407738511074985_219351832 non_event
443407853737557734_288197382 non_event
443408195112267383_199447682 non_event
443408893109534088_327225702 sports
443408988562838699_301200052 non_event
443409523180676635_271413432 non_event
443409811519811003_180531002 non_event
443410070401379634_204376722 non_event
443410410785261046_51491072 concert
443410517135654308_17160702 concert
443411429858577720_6036122 non_event
443411500625120947_24741362 theater_dance
443411912263948137_308682772 non_event
443411958956261362_25019062 non_event
443412767767827953_17227852 non_event
443413345698129678_357355072 non_event
443413372662464443_206323342 non_event
443414378387754957_314326682 non_event
443415091419147589_9146402 non_event
443415159486484263_177323522 non_event
443415163014524307_319775042 non_event
443415527535073177_193036972 non_event
443415592696878365_309781092 non_event
443417195956030816_30729242 non_event
443417335046280314_3758012 non_event
443417875910016728_299622862 non_event
443418352112119405_27720522 sports
443418458776649134_256158822 non_event
443418528811335427_176307062 non_event
443418689478435981_208557152 non_event
443418938904650783_26421512 non_event
443419361647445943_241545432 concert
443419689425450822_179851932 non_event
443419947829605656_198372 non_event
443420193831527943_309526032 non_event
443420730091658529_17387582 sports
443421350388771846_26119042 non_event
443422034536508515_24182122 non_event
443422449506329858_225134232 non_event
443422592779873414_286290442 sports
443422759055111691_193604972 non_event
443422852223858567_32506532 non_event
443423106959581183_342175422 non_event
443423161630616595_350367842 non_event
443423203260994919_182845612 non_event
443423243191537635_24741362 theater_dance
443423254743152014_17551852 theater_dance
443423382671420584_294433802 non_event
443424738966912862_276173982 non_event
443425030135055484_6493552 theater_dance
443425121894772138_32170362 non_event
443425750312723862_3832472 sports
443426302812308762_9038152 non_event
443426638322357924_15162452 non_event
443426701503909886_17201042 non_event
443427660283731712_28259822 non_event
443427765409510638_214189572 non_event
443427822367595762_254769022 non_event
443428040536915668_269902462 non_event
443428998516799271_178128292 non_event
443429802947884584_348915492 non_event
443429802952215729_203964722 non_event
443429825056095945_36634622 non_event
443430122319387706_297630902 non_event
443430230063540216_234116752 non_event
443430323061675699_1388732 non_event
443431034271972999_40177702 sports
443431052424551626_210372342 theater_dance
443432354355420537_237379422 non_event
443432471181946078_187582842 non_event
443432614158743417_214294172 non_event
443432706130058609_259522822 non_event
443432738034023629_214189862 non_event
443432896242618335_212244322 non_event
443432916959694488_188191602 non_event
443432969281961417_146264062 concert
443433044121414991_9255442 non_event
443433489548367687_199785692 non_event
443434161303844749_230404732 non_event
443434283910909599_335763922 non_event
443434364684457983_313538572 non_event
443434785818031365_239933852 non_event
443435439098588307_281589762 concert
443435538065000017_225792432 non_event
443435643436015189_8709102 non_event
443437147862217768_36045652 non_event
443437460496799028_180595212 non_event
443437485774685704_173543152 non_event
443437580742711109_209643732 concert
443437581891386614_7103182 concert
443438085633371859_184125922 non_event
443438268111744214_291956882 sports
443438440908475933_269186682 concert
443438467201055793_325459302 non_event
443438633820669002_190811072 non_event
443439039883273461_249959632 sports
443439056558320887_265563162 concert
443439964154351053_229707162 non_event
443440052829753140_188191602 non_event
443440126809808783_194607502 non_event
443440133178021763_211723732 non_event
443440299294226035_7475412 non_event
443440608542246399_33962352 non_event
443441625124924732_324953162 sports
443441711323198854_226385172 non_event
443441795658319038_212244512 non_event
443441815346331040_280914462 non_event
443441871025640462_174160292 non_event
443441928027081796_6036122 non_event
443442249032869352_180120072 non_event
443442293962325429_207400142 non_event
443442401742120868_350203032 non_event
443443481004734055_272259092 concert
443443756409188131_3942202 non_event
443444074403812727_298476492 non_event
443444226979297102_245764892 non_event
443444857840413908_186045842 non_event
443445362198915040_322547632 fashion
443445514042828674_50384312 non_event
443445597018945288_7475412 non_event
443445735074496462_177914542 non_event
443445806300835398_223033242 non_event
443445958596525271_211993742 non_event
